length,depth,tautology,CPU time (sec),peak memory (bytes)
10,3,False,0.046875,18781
10,4,False,0.046875,20744
10,4,False,0.03125,13585
10,4,True,0.046875,10890
10,3,False,0.03125,7713
10,4,False,0.03125,13739
10,4,False,0.0,7483
10,4,False,0.03125,5939
10,4,True,0.0625,11108
10,5,False,0.234375,114313
10,4,False,0.015625,6779
10,5,True,0.046875,15628
10,3,False,0.015625,22723
10,2,False,0.0,4147
10,5,False,0.03125,17197
10,5,False,0.03125,31945
10,4,False,0.0625,27219
10,3,True,0.015625,4421
10,5,False,0.109375,40308
10,3,False,0.03125,25146
10,3,False,0.015625,18545
10,3,False,0.015625,8061
10,7,False,0.3125,172305
10,3,False,0.03125,8335
10,3,False,0.109375,24501
10,5,False,0.015625,27893
10,3,False,0.046875,31028
10,3,False,0.09375,13670
10,4,False,0.015625,7750
10,5,False,0.03125,30444
10,5,False,0.0,7315
10,4,False,0.171875,97186
10,3,False,0.0625,15122
10,3,False,0.0,10904
10,5,False,0.03125,12597
10,3,False,0.03125,10614
10,3,False,0.046875,24751
10,3,False,0.0625,14814
10,3,False,0.015625,10462
10,4,False,0.109375,14998
10,3,False,0.03125,8352
10,3,False,0.015625,10963
10,3,True,0.03125,9896
10,3,False,0.0,7995
10,5,False,0.171875,16033
10,5,False,0.125,22334
10,3,False,0.0625,14093
10,3,False,0.046875,5696
10,3,False,0.015625,9318
10,4,True,0.015625,4722
10,3,False,0.015625,8005
10,5,True,0.015625,13357
10,5,False,0.296875,40752
10,4,True,0.03125,15650
10,5,False,0.0625,22778
10,3,True,0.0,5670
10,3,False,0.03125,14419
10,5,False,0.0,8337
10,3,False,0.03125,11798
10,4,False,0.046875,19998
10,4,True,0.0625,18915
10,5,False,0.34375,55785
10,3,False,0.015625,11551
10,4,True,0.015625,3902
10,3,False,0.015625,9789
10,3,False,0.046875,15502
10,3,False,0.015625,10752
10,4,False,0.03125,18043
10,3,False,0.03125,12707
10,4,False,0.03125,10806
10,3,True,0.015625,7573
10,6,False,0.015625,27509
10,3,False,0.015625,10539
10,3,True,0.015625,4949
10,5,False,0.09375,21930
10,3,False,0.015625,31617
10,4,False,0.03125,14162
10,4,False,0.0,26980
10,4,False,0.0,12006
10,4,False,0.015625,9735
10,3,False,0.0625,27903
10,3,False,0.03125,22639
10,4,False,0.03125,18194
10,4,False,0.015625,6742
10,5,False,0.046875,35275
10,5,False,0.0625,23151
10,3,False,0.015625,8482
10,3,False,0.015625,12022
10,4,False,0.03125,18726
10,3,False,0.0,7568
10,5,False,0.3125,105509
10,2,True,0.0,8861
10,3,False,0.03125,8532
10,4,False,0.015625,23348
10,3,False,0.03125,11771
10,2,False,0.015625,7102
10,4,False,0.015625,10998
10,5,False,0.03125,12237
10,4,False,0.015625,15705
10,3,False,0.015625,12809
10,2,False,0.015625,3459
10,5,False,0.1875,114907
10,4,False,0.015625,17486
10,4,False,0.015625,13406
10,4,False,0.03125,9751
10,3,False,0.125,21701
10,2,False,0.015625,13029
10,3,True,0.015625,5452
10,5,False,0.15625,18490
10,6,False,0.046875,62135
10,4,False,0.078125,16478
10,3,False,0.015625,16023
10,4,False,0.03125,7887
10,4,False,0.015625,22052
10,3,False,0.015625,9061
10,3,False,0.078125,20653
10,3,False,0.0,7701
10,3,False,0.0,8311
10,4,True,0.0,7938
10,4,False,0.015625,7751
10,3,False,0.03125,16715
10,3,False,0.0,19489
10,4,False,0.015625,7287
10,3,True,0.015625,4961
10,5,False,0.078125,33422
10,5,False,0.015625,24103
10,4,False,0.28125,32423
10,4,False,0.015625,7573
10,4,False,0.46875,85848
10,4,True,0.046875,10121
10,3,False,0.015625,7298
10,4,False,0.015625,20762
10,3,False,0.03125,22664
10,5,False,0.0625,21210
10,4,True,0.046875,19239
10,3,False,0.046875,9089
10,5,False,0.03125,16229
10,3,False,0.015625,6806
10,5,True,0.046875,22695
10,5,False,0.0625,16477
10,3,False,0.0625,6178
10,4,False,0.03125,14527
10,4,True,0.015625,12441
10,5,False,0.015625,28596
10,3,True,0.046875,22461
10,3,False,0.03125,21831
10,3,False,0.1875,33867
10,5,False,0.078125,17697
10,3,False,0.03125,9813
10,3,True,0.015625,4732
10,3,False,0.015625,20700
10,4,False,0.6875,273468
10,2,False,0.015625,7650
10,5,False,0.015625,10387
10,3,False,0.015625,5670
10,3,False,0.015625,7404
10,3,False,0.015625,10197
10,5,False,0.0625,20481
10,3,False,0.015625,7070
10,3,False,0.0,7019
11,3,True,0.015625,16530
11,4,True,0.03125,24293
11,5,False,0.046875,9002
11,4,False,0.046875,17061
11,4,False,0.078125,36265
11,3,True,0.015625,11705
11,4,False,0.03125,22185
11,4,False,0.015625,8139
11,3,False,0.03125,7893
11,3,False,0.015625,12144
11,6,False,0.96875,183058
11,3,False,0.03125,16669
11,4,False,0.03125,24778
11,5,False,0.03125,21261
11,5,False,0.03125,14412
11,4,True,0.015625,3947
11,4,False,0.015625,27048
11,4,False,0.015625,7623
11,5,False,0.203125,35167
11,4,False,0.03125,9920
11,3,True,0.015625,4992
11,4,False,0.0625,28012
11,5,False,0.015625,7819
11,4,False,0.015625,17228
11,4,True,0.03125,18373
11,5,False,0.0,7154
11,5,False,0.046875,53984
11,4,False,0.015625,9204
11,5,False,0.03125,32810
11,4,False,0.03125,34682
11,5,False,0.109375,61591
11,5,False,0.0,9741
11,3,False,0.03125,22212
11,4,False,0.078125,32758
11,4,True,0.015625,11699
11,4,True,0.03125,18406
11,3,False,0.03125,20928
11,5,False,0.21875,90370
11,5,False,0.28125,33844
11,4,False,0.0,6947
11,4,False,0.046875,13077
11,4,False,0.03125,25009
11,4,True,0.046875,12536
11,4,False,0.03125,12142
11,5,False,0.046875,16513
11,3,False,0.046875,17721
11,3,False,0.03125,10707
11,4,False,0.03125,12715
11,3,False,0.015625,5163
11,4,False,0.0,7318
11,5,False,0.0,6435
11,3,False,0.03125,8347
11,5,True,0.078125,31178
11,4,False,0.03125,7955
11,5,False,0.1875,109175
11,4,False,0.203125,82114
11,4,False,0.046875,36607
11,6,False,0.359375,80895
11,4,False,0.03125,10739
11,4,False,0.015625,9378
11,3,False,0.0,8366
11,6,False,0.15625,38238
11,4,True,0.0625,13469
11,5,False,0.046875,23523
11,5,False,0.015625,7550
11,5,False,0.0625,14236
11,4,True,0.015625,8942
11,4,False,0.046875,15275
11,4,False,0.046875,13243
11,4,False,0.015625,7818
11,4,False,0.015625,20654
11,6,False,0.046875,53618
11,3,False,0.015625,8606
11,4,False,0.03125,14950
11,4,False,0.03125,15721
11,4,False,0.03125,14659
11,5,False,1.078125,476086
11,4,True,0.03125,4981
11,3,False,0.046875,8657
11,4,True,0.015625,10321
11,4,False,0.078125,24452
11,5,False,0.953125,376380
11,4,False,0.03125,43264
11,3,True,0.015625,8367
11,3,False,0.046875,14963
11,6,False,0.109375,46651
11,4,False,0.046875,17949
11,2,False,0.015625,12004
11,6,False,0.46875,75510
11,5,True,0.03125,8854
11,4,False,0.015625,9117
11,4,False,0.0625,34367
11,5,False,0.03125,28124
11,4,False,0.078125,42142
11,4,False,0.046875,15176
11,4,True,0.0,4788
11,3,False,0.03125,25605
11,5,False,0.078125,36808
11,7,True,0.046875,31074
11,4,False,0.03125,10329
11,6,False,0.03125,33704
11,3,False,0.015625,15826
11,3,False,0.015625,17114
11,5,False,0.03125,44021
11,4,False,0.046875,18065
11,4,False,0.015625,5684
11,4,False,0.015625,9214
11,3,False,0.015625,17513
11,3,False,0.046875,8806
11,3,False,0.03125,47239
11,4,False,0.03125,17587
11,3,False,0.078125,13877
11,4,False,0.015625,6787
11,4,False,0.03125,8058
11,3,False,0.0625,21580
11,3,True,0.015625,4552
11,4,False,0.0,9864
11,5,True,0.109375,33534
11,3,False,0.015625,10733
11,3,False,0.0625,14900
11,3,False,0.015625,6847
11,3,True,0.015625,3085
11,4,False,0.03125,8842
11,3,False,0.046875,23124
11,4,False,0.015625,8733
11,5,False,0.109375,17293
11,3,False,0.015625,13685
11,6,False,73.5625,2539190
11,5,False,0.015625,14997
11,4,False,0.03125,13793
11,3,False,0.03125,16572
11,4,False,0.03125,19878
11,3,False,0.015625,14865
11,5,True,0.0,4004
11,3,False,0.015625,16006
11,3,False,0.0,5142
11,4,True,0.0625,7501
11,5,False,0.078125,30789
11,4,False,0.03125,13436
11,4,False,0.046875,21920
11,4,False,0.015625,32059
11,3,True,0.140625,45810
11,5,False,0.046875,17243
11,5,False,0.09375,34425
11,5,False,0.15625,52603
11,4,False,0.03125,19086
11,3,True,0.046875,11333
11,5,False,0.046875,32764
11,4,False,0.0,15182
11,5,False,0.109375,27890
11,4,False,0.03125,10697
11,5,False,0.0,7378
11,3,False,0.0,17772
11,5,True,0.015625,3990
11,4,False,0.015625,13489
11,5,False,0.0,8251
11,6,False,0.0625,27732
11,4,False,0.015625,8614
11,4,False,0.015625,23287
11,4,True,0.015625,4502
11,4,False,0.015625,8617
11,4,False,0.03125,10768
11,4,True,0.125,43735
11,4,False,0.015625,7379
11,3,False,0.0,12913
11,7,False,0.4375,80180
11,4,False,0.015625,17504
11,3,False,0.015625,12379
11,4,True,0.015625,9865
11,3,False,0.015625,12098
11,4,False,0.015625,15717
11,4,False,0.015625,7378
11,3,False,0.015625,26284
11,6,False,0.015625,28415
11,3,False,0.015625,19764
11,6,False,0.328125,56570
11,4,False,0.03125,14786
11,3,False,0.015625,10895
11,4,False,0.125,52011
11,4,False,0.03125,16979
11,3,False,0.015625,8939
11,6,False,0.1875,158759
11,3,False,0.0,10495
11,4,False,0.015625,20703
11,4,False,0.015625,12410
11,4,False,0.03125,22829
11,4,False,0.03125,26270
11,5,False,0.0,35227
11,4,True,0.0625,16912
11,4,False,0.0,11500
11,3,False,0.015625,11990
11,4,False,0.109375,39645
11,5,False,0.078125,39683
11,4,False,0.015625,4789
11,5,False,0.0625,44725
11,4,False,0.015625,15295
11,4,False,0.03125,24798
11,3,False,0.03125,14270
11,4,False,0.046875,25161
11,5,False,0.046875,35225
12,3,False,0.015625,20498
12,4,False,0.0,15443
12,3,True,0.015625,5005
12,7,False,1.59375,97629
12,4,False,0.03125,10161
12,4,False,0.03125,32122
12,3,False,0.015625,12789
12,3,False,0.015625,14717
12,5,False,0.015625,10573
12,3,False,0.015625,6923
12,7,False,0.0625,26151
12,6,False,0.03125,25149
12,3,False,0.015625,6286
12,4,False,0.015625,11954
12,4,False,0.015625,8585
12,4,False,0.0,5775
12,4,True,0.0625,15850
12,4,False,0.03125,11353
12,5,False,0.015625,23720
12,4,False,0.015625,24360
12,4,False,0.0625,39342
12,5,False,0.03125,26984
12,5,False,0.015625,12959
12,5,False,0.015625,8930
12,4,True,0.015625,3947
12,3,False,0.046875,14608
12,3,False,0.015625,25365
12,5,False,0.015625,41006
12,6,False,0.125,78979
12,3,False,0.03125,12057
12,5,False,0.1875,95862
12,3,False,0.0625,10236
12,4,False,0.15625,46381
12,3,False,0.03125,11758
12,4,False,0.015625,16080
12,6,False,0.03125,26703
12,4,False,0.015625,17328
12,3,False,0.015625,17421
12,5,False,0.03125,12182
12,5,True,0.015625,5204
12,3,False,0.03125,11620
12,4,True,0.015625,4152
12,3,False,0.0,18185
12,3,True,0.046875,10735
12,5,False,0.09375,24681
12,4,False,0.078125,25457
12,4,True,0.078125,10570
12,3,False,0.015625,16680
12,4,True,0.015625,5255
12,5,False,0.03125,7691
12,4,False,0.0625,18803
12,5,False,0.171875,62937
12,4,False,0.03125,18038
12,5,False,0.3125,72042
12,3,False,0.03125,21076
12,5,False,0.046875,21434
12,5,False,0.046875,43381
12,3,True,0.0,3099
12,4,True,0.03125,7723
12,4,True,0.015625,4935
12,5,True,0.015625,4211
12,3,False,0.015625,13577
12,6,False,0.03125,19663
12,4,False,0.046875,20923
12,4,False,0.03125,18107
12,4,False,0.015625,9024
12,4,False,0.03125,25446
12,4,False,0.03125,12314
12,4,False,0.0,14368
12,5,False,0.34375,47571
12,3,False,0.09375,27396
12,4,False,0.03125,22914
12,4,False,0.015625,8131
12,4,False,0.015625,18017
12,4,False,0.046875,22743
12,5,False,0.046875,19449
12,3,False,0.0,8323
12,5,False,0.03125,10156
12,4,False,0.171875,61478
12,4,False,0.09375,29864
12,5,False,0.0,10017
12,5,True,0.046875,15134
12,4,False,0.03125,21653
12,4,True,0.03125,14169
12,3,True,0.015625,4235
12,3,False,0.046875,13679
12,5,False,0.015625,19150
12,5,False,0.0,16039
12,5,False,0.0625,42467
12,5,False,0.0,9077
12,3,False,0.046875,5067
12,4,False,0.046875,31166
12,6,True,0.0625,17777
12,3,False,0.03125,16540
12,4,False,0.03125,22942
12,3,False,0.03125,20586
12,3,True,0.03125,3074
12,6,False,0.015625,15318
12,4,False,0.09375,20145
12,4,False,0.03125,28380
12,3,False,0.015625,21822
12,3,True,0.0,4048
12,4,False,0.078125,41923
12,3,False,0.046875,24987
12,3,False,0.0,10766
12,4,False,0.03125,11779
12,4,False,0.015625,17245
12,3,False,0.046875,27443
12,4,False,0.015625,8512
12,4,False,0.078125,17700
12,4,False,0.125,21998
12,4,False,0.03125,30051
12,4,False,0.0,8521
12,4,False,0.015625,13994
12,4,False,0.0,14941
12,4,True,0.0,13248
12,3,False,0.03125,17750
12,4,False,0.03125,12106
12,3,False,0.0625,20764
12,4,True,0.03125,6252
12,4,False,0.03125,6350
12,4,False,0.0625,27537
12,6,False,0.0625,37770
12,3,True,0.015625,4126
12,3,False,0.03125,11784
12,3,False,0.046875,18157
12,4,False,0.03125,15781
12,4,False,0.046875,33744
12,4,True,0.0,4762
12,4,False,0.03125,22475
12,5,False,0.03125,10338
12,4,False,0.03125,19145
12,3,False,0.03125,18788
12,5,False,0.0625,11430
12,5,False,0.015625,26146
12,4,False,0.015625,23462
12,5,False,0.0625,62308
12,3,False,0.03125,11039
12,5,False,0.03125,9127
12,4,False,0.046875,16739
12,4,False,0.046875,11315
12,4,False,0.015625,8474
12,4,False,0.0,10667
12,3,True,0.015625,4131
12,5,False,0.0,11513
12,6,False,0.046875,28292
12,3,True,0.03125,8763
12,4,True,0.03125,5175
12,3,False,0.03125,10757
12,4,False,0.0625,20674
12,4,True,0.046875,7351
12,3,True,0.09375,32402
12,4,False,0.0,11086
12,4,False,0.046875,21353
12,3,False,0.03125,13851
12,6,True,0.015625,5380
12,3,False,0.0,9572
12,5,False,0.609375,73207
12,4,False,0.0,16673
12,4,False,0.015625,16162
12,4,False,0.03125,25509
12,4,False,0.0625,29125
12,3,False,0.046875,12633
12,4,False,0.03125,9673
12,3,False,0.03125,24031
12,3,False,0.03125,19426
12,4,False,0.109375,26992
12,5,False,0.03125,32317
12,4,True,0.03125,18977
12,5,False,0.078125,35277
12,4,False,0.0625,17976
12,5,False,0.140625,43656
12,5,False,0.046875,34576
12,4,False,0.015625,15521
12,4,False,0.0625,13368
12,4,False,0.03125,25105
12,4,False,0.015625,7835
12,4,False,0.03125,16442
12,4,False,0.03125,18829
12,4,False,0.015625,19454
12,4,False,0.046875,20761
12,3,False,0.015625,9410
12,4,False,0.015625,31330
12,7,False,0.296875,178666
12,4,False,0.015625,8573
12,4,False,0.03125,15128
12,5,False,0.015625,24193
12,3,False,0.015625,14710
12,5,False,0.015625,32449
12,5,False,0.03125,17384
12,4,False,0.015625,17687
12,4,False,0.015625,8016
12,4,False,0.03125,17397
12,4,False,0.03125,24483
12,5,False,0.09375,64826
12,4,True,0.078125,24256
12,3,False,0.03125,15763
12,6,False,0.09375,29975
12,4,False,0.078125,33929
12,4,False,0.046875,25121
13,4,True,0.015625,17049
13,5,True,0.03125,5754
13,3,False,0.0,10314
13,4,False,0.03125,39541
13,5,False,0.265625,130773
13,4,False,0.03125,29834
13,4,False,0.0,10067
13,3,False,0.03125,19104
13,4,False,0.03125,11153
13,3,False,0.03125,31856
13,6,False,0.015625,27132
13,3,True,0.015625,7118
13,4,False,0.03125,18542
13,5,False,0.0625,7265
13,5,False,0.078125,58394
13,5,True,0.03125,18606
13,4,False,0.03125,18933
13,3,False,0.03125,28028
13,5,False,0.015625,9959
13,7,False,0.0,13696
13,4,False,0.015625,19527
13,4,False,0.03125,27747
13,3,True,0.015625,5943
13,3,True,0.03125,7346
13,5,False,0.03125,8315
13,4,True,0.015625,12799
13,4,True,0.046875,13228
13,4,False,0.03125,15630
13,4,False,0.03125,13329
13,5,False,0.015625,9679
13,3,False,0.0625,16862
13,7,False,0.046875,16380
13,7,False,1.609375,153919
13,4,False,0.03125,30377
13,5,False,0.015625,10010
13,4,True,0.03125,12719
13,5,True,0.015625,4986
13,4,False,0.078125,22534
13,4,True,0.03125,7387
13,4,False,0.046875,16450
13,5,False,0.03125,31587
13,3,False,0.03125,11366
13,3,False,0.03125,25258
13,5,False,0.21875,122549
13,8,True,0.53125,131737
13,5,False,0.09375,45356
13,5,False,0.015625,14810
13,3,False,0.015625,15291
13,5,True,0.015625,5177
13,4,True,0.015625,5550
13,4,False,0.03125,17131
13,4,True,0.09375,32597
13,5,False,0.03125,9025
13,3,False,0.03125,14333
13,4,False,0.03125,23994
13,4,False,0.046875,24625
13,4,False,0.015625,12541
13,4,True,0.015625,15523
13,5,False,0.0625,12954
13,4,False,0.171875,124753
13,4,False,0.03125,10107
13,6,False,0.015625,23106
13,5,False,0.3125,96609
13,5,False,0.046875,30100
13,6,False,0.0625,37177
13,2,True,0.0,5700
13,6,False,0.0625,25753
13,5,False,0.03125,14157
13,3,False,0.078125,32440
13,5,False,0.03125,35884
13,3,False,0.0625,20320
13,4,True,0.03125,7899
13,3,False,0.015625,13298
13,4,False,0.015625,10107
13,4,False,0.046875,14339
13,6,False,0.03125,15440
13,5,False,0.046875,31343
13,5,False,0.015625,9950
13,4,False,0.046875,24121
13,4,False,0.03125,10862
13,4,False,0.0625,8042
13,3,True,0.015625,7116
13,4,False,0.015625,20009
13,4,False,0.046875,42939
13,5,False,0.046875,33841
13,4,False,0.03125,15475
13,5,False,0.015625,15834
13,4,True,0.015625,4587
13,4,False,0.03125,25134
13,4,True,0.03125,10038
13,5,True,0.015625,5121
13,6,False,0.109375,86900
13,4,False,0.0,8959
13,5,False,0.0625,14651
13,3,False,0.0625,26032
13,5,True,0.109375,37811
13,5,False,0.015625,13007
13,5,False,0.046875,27396
13,4,False,0.046875,25482
13,5,False,0.03125,10759
13,4,False,0.03125,11547
13,5,True,0.015625,7318
13,4,False,0.03125,11777
13,4,False,0.046875,25608
13,4,False,0.109375,22604
13,5,False,0.03125,31383
13,5,True,0.015625,5619
13,6,False,0.203125,43570
13,4,False,0.046875,24317
13,6,False,0.046875,32293
13,5,False,0.03125,12083
13,4,True,0.03125,15889
13,5,False,0.046875,24443
13,5,True,0.015625,4415
13,4,False,0.03125,16520
13,4,False,0.296875,121778
13,5,False,0.046875,20196
13,5,True,0.015625,6488
13,4,False,0.03125,30716
13,4,True,0.078125,20904
13,5,False,0.046875,30446
13,3,True,0.09375,22882
13,4,True,0.109375,21676
13,4,False,0.015625,17272
13,4,False,0.046875,20975
13,5,False,0.140625,55843
13,6,True,0.140625,24580
13,5,True,0.0625,39828
13,4,True,0.03125,28891
13,5,True,0.09375,16582
13,4,True,0.140625,61524
13,5,False,0.03125,38641
13,4,False,0.03125,10947
13,6,False,0.109375,9669
13,4,False,0.0,8195
13,5,False,0.03125,10370
13,6,False,0.03125,26680
13,4,False,0.0,7078
13,7,False,0.109375,37083
13,4,False,0.046875,36632
13,6,False,0.078125,41618
13,5,True,0.015625,5206
13,8,False,0.328125,72468
13,4,False,0.0,5869
13,4,False,0.0625,30094
13,4,False,0.125,64940
13,6,True,0.0625,29283
13,6,False,0.03125,8731
13,5,False,0.046875,41815
13,5,False,0.046875,36081
13,4,False,0.046875,17796
13,4,False,0.046875,16576
13,4,False,0.03125,20378
13,5,False,0.109375,57863
13,6,False,0.109375,61680
13,3,False,0.03125,16509
13,5,False,0.015625,18489
13,4,False,0.0,16753
13,5,False,0.03125,23636
13,4,True,0.03125,18577
13,3,False,0.03125,28013
13,6,True,0.015625,6241
13,4,False,0.046875,15785
13,4,False,0.09375,30712
13,4,True,0.046875,20735
13,4,False,0.015625,12065
13,4,False,0.046875,29675
13,5,False,0.046875,23872
13,6,False,0.203125,45821
13,4,False,0.015625,19404
13,5,False,0.015625,14073
13,4,False,0.015625,23352
13,4,False,0.03125,16163
13,4,False,0.0,19756
13,4,True,0.046875,16800
13,4,False,0.09375,38930
13,6,False,0.015625,11867
13,5,False,0.0625,24709
13,4,False,0.03125,18860
13,4,False,0.03125,23504
13,5,False,0.03125,9338
13,3,False,0.03125,32642
13,5,False,0.03125,19947
13,6,True,0.015625,5987
13,4,False,0.046875,17143
13,6,False,0.015625,17191
13,3,False,0.0,10249
13,5,False,0.015625,9122
13,3,False,0.0625,38470
13,5,False,0.046875,10351
13,4,False,0.0,19500
13,4,False,0.03125,9627
13,4,False,0.015625,16045
13,3,True,0.015625,4406
13,3,False,0.03125,8010
13,5,False,0.03125,15607
13,5,False,0.03125,17282
13,4,False,0.015625,22204
13,5,False,0.03125,19390
13,4,False,0.046875,26812
14,4,False,0.046875,31797
14,5,False,0.03125,21155
14,3,False,0.03125,28131
14,5,False,0.21875,210477
14,5,True,0.046875,18138
14,5,False,0.0,23937
14,3,False,0.046875,9426
14,6,False,0.1875,50844
14,4,False,0.03125,25803
14,4,False,0.03125,14545
14,5,False,0.109375,42223
14,6,False,0.140625,73571
14,5,False,0.0625,18615
14,7,False,0.515625,383080
14,5,False,0.03125,19011
14,4,True,0.015625,13901
14,4,False,0.21875,25822
14,7,False,0.078125,12747
14,4,False,0.046875,20495
14,5,False,0.046875,37287
14,4,False,0.125,30440
14,5,False,0.015625,9075
14,3,False,0.03125,37345
14,5,False,0.0625,40064
14,4,False,0.078125,51160
14,6,False,0.125,61566
14,4,False,0.078125,28646
14,4,False,0.109375,11725
14,4,False,0.03125,15364
14,5,True,0.015625,11843
14,4,False,0.0625,40849
14,5,False,0.015625,9914
14,3,True,0.03125,20512
14,5,False,0.03125,28096
14,7,False,1.296875,139428
14,7,False,0.015625,32550
14,4,False,0.0,34907
14,5,False,0.046875,17153
14,4,False,0.109375,26079
14,4,False,0.015625,12093
14,3,False,0.015625,11030
14,5,False,0.0625,21014
14,5,False,0.078125,37511
14,6,False,0.09375,57137
14,3,False,0.0625,22695
14,5,True,0.078125,21901
14,5,False,0.03125,21426
14,5,False,0.0625,23495
14,6,True,0.046875,15390
14,6,False,0.078125,28735
14,5,False,0.046875,34312
14,5,False,0.0,8098
14,4,False,0.09375,43970
14,6,False,0.109375,55831
14,5,False,0.125,57743
14,4,False,0.046875,25670
14,4,False,0.0,22183
14,5,False,0.046875,28618
14,6,False,0.046875,21357
14,5,True,0.0625,59239
14,4,False,0.015625,10157
14,4,False,0.015625,8807
14,5,False,0.015625,10746
14,4,False,0.0625,27488
14,4,True,0.015625,5926
14,6,False,0.59375,62098
14,5,False,0.03125,21863
14,4,False,0.015625,32204
14,7,False,0.28125,154158
14,5,False,0.03125,18285
14,8,False,0.28125,78173
14,3,False,0.03125,18376
14,4,True,0.0625,6010
14,4,False,0.0625,12611
14,7,False,0.078125,53973
14,5,False,0.015625,33949
14,4,False,0.03125,27051
14,4,False,0.0625,32208
14,4,False,0.046875,11999
14,6,False,0.125,46833
14,5,False,0.03125,36948
14,4,False,0.078125,38613
14,5,False,0.03125,29377
14,4,False,0.0625,40481
14,6,False,0.0625,29782
14,7,False,0.03125,12243
14,5,False,0.328125,31665
14,5,False,0.078125,23340
14,7,False,0.015625,32551
14,5,True,0.0,5492
14,6,False,0.03125,12346
14,6,False,0.71875,74062
14,5,True,0.03125,16719
14,5,True,0.015625,14031
14,5,False,0.828125,95912
14,5,False,0.296875,50867
14,4,False,0.09375,27651
14,4,False,0.0625,12186
14,4,False,0.0625,27082
14,5,False,0.03125,15926
14,5,False,0.15625,33040
14,6,False,0.03125,45655
14,4,False,0.015625,38138
14,5,False,0.0625,42322
14,4,False,0.046875,15361
14,5,True,0.03125,10965
14,7,False,0.1875,61871
14,7,False,0.046875,15184
14,6,False,0.125,34532
14,6,False,0.5,60083
14,5,False,0.015625,34042
14,5,False,0.0625,64506
14,4,False,0.03125,26388
14,4,False,0.0625,23701
14,5,False,0.046875,24238
14,4,False,0.046875,32358
14,3,False,0.09375,31374
14,5,False,0.0625,27736
14,5,False,0.078125,36447
14,4,False,0.03125,32304
14,4,False,0.03125,16438
14,5,False,0.1875,30244
14,4,False,0.03125,13266
14,5,False,0.09375,46918
14,4,False,0.078125,30048
14,3,False,0.046875,21802
14,4,False,0.09375,25513
14,4,True,0.015625,3947
14,4,False,0.03125,19745
14,6,False,0.078125,68498
14,4,False,0.0,12346
14,5,False,0.046875,41549
14,5,False,0.078125,11909
14,6,False,0.046875,20355
14,4,False,0.0625,27127
14,5,True,0.125,19484
14,5,False,0.046875,27353
14,4,False,0.046875,31087
14,4,True,0.0625,21085
14,8,False,0.40625,119129
14,5,False,0.046875,28689
14,5,False,0.015625,12813
14,3,False,0.015625,13391
14,4,False,0.015625,11721
14,6,False,0.578125,520256
14,6,False,0.015625,8195
14,5,False,0.015625,36229
14,5,False,0.015625,11183
14,4,False,0.15625,92267
14,4,False,0.046875,24799
14,5,False,0.09375,42739
14,5,False,0.03125,27874
14,5,False,0.140625,37004
14,4,False,0.1875,53103
14,4,False,0.03125,40650
14,4,False,0.046875,28824
14,5,False,0.046875,38348
14,5,True,0.03125,17575
14,6,False,0.1875,58428
14,5,False,0.046875,41958
14,6,False,0.578125,186414
14,4,True,0.03125,6806
14,4,False,0.109375,60070
14,4,False,0.09375,59142
14,3,False,0.03125,22143
14,4,False,0.0625,57620
14,6,True,0.015625,17072
14,3,True,0.078125,39088
14,5,False,0.0625,15223
14,4,False,0.015625,21221
14,4,False,0.046875,8852
14,4,False,0.015625,13186
14,5,True,0.046875,18111
14,7,False,0.015625,8706
14,6,False,0.03125,11649
14,5,False,0.046875,25222
14,3,True,0.046875,14214
14,4,False,0.0625,27886
14,5,False,1.34375,315920
14,6,False,0.09375,38304
14,5,False,0.046875,34349
14,4,False,0.59375,63183
14,4,False,0.046875,25206
14,5,True,0.03125,6623
14,5,False,0.03125,20117
14,4,False,0.078125,70310
14,5,False,0.46875,43994
14,7,False,0.109375,55303
14,6,True,0.015625,20201
14,5,False,0.015625,9094
14,3,True,0.046875,20006
14,4,False,0.0,12937
14,3,False,0.03125,11564
14,4,False,0.046875,24326
14,7,False,0.3125,55765
14,4,True,0.203125,35862
14,5,False,0.03125,24407
14,6,False,1.90625,424736
14,5,False,0.0625,46684
14,3,False,0.09375,14341
15,5,False,0.03125,33880
15,5,False,0.015625,12135
15,7,False,0.234375,91729
15,5,False,0.0,9858
15,4,False,0.078125,21861
15,5,False,1.140625,106128
15,4,True,0.015625,11881
15,4,True,0.03125,7414
15,7,False,0.046875,18217
15,5,True,0.03125,12670
15,3,False,0.03125,17198
15,4,True,0.015625,18171
15,5,False,0.03125,11770
15,5,False,0.71875,83372
15,3,False,0.0,21415
15,5,False,0.046875,20075
15,7,False,1.0,410726
15,4,False,0.03125,25724
15,4,False,0.03125,20127
15,7,False,0.109375,19907
15,3,False,0.078125,26872
15,6,True,0.28125,80718
15,4,False,0.046875,18683
15,8,False,0.125,52732
15,6,True,0.03125,6814
15,6,False,0.109375,68405
15,4,False,0.203125,53156
15,5,False,0.15625,47468
15,5,True,0.03125,6399
15,5,False,0.09375,33954
15,4,False,0.03125,18341
15,7,False,1.4375,106253
15,6,False,0.140625,38647
15,4,False,0.078125,41918
15,4,False,0.078125,20033
15,4,False,0.0625,50458
15,7,False,3.03125,162131
15,4,False,0.015625,15493
15,5,False,0.03125,16222
15,5,True,0.0625,24078
15,5,True,0.03125,28867
15,4,False,0.0625,38542
15,6,False,0.046875,17448
15,5,False,0.03125,32752
